ann_id,image_id,category_id,x1,y1,w,h,file_name,height,width
1482,681,4,94,147,180.212,60.667,000028_jpg.rf.5ee1267553790af783a5652af89d1cc5.jpg,416,416
1483,682,4,331,200,24.616,87.028,000076_jpg.rf.603d46cbbf27f8a0c6f2ba6880fa5e9c.jpg,416,416
1484,682,3,356,213,23.931,58.073,000076_jpg.rf.603d46cbbf27f8a0c6f2ba6880fa5e9c.jpg,416,416
1485,683,2,96,235,45.803,59.93,000070_JPG.rf.602738bfd9891b9376d2844b03d9ba60.jpg,416,416
1486,684,1,53,109,273.742,188.238,glass102_jpg.rf.60648aba01ad2ffa58f9ffc119172ed5.jpg,416,416
1487,685,4,74,68,213.55,238.551,IMG_4879_JPG.rf.604455785d169a71eaaf4d06eadc1cdf.jpg,416,416
1488,686,4,175,122,152.3,197.867,000051_jpg.rf.60a197a449a514051ab83ef441fb6a58.jpg,416,416
1489,687,1,108,43,167.106,328.824,glass144_jpg.rf.6075a1304f65b32c5503f7a4e19fbffe.jpg,416,416
1490,688,3,194,16,27.825,5.2,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1491,688,2,187,189,45.842,9.776,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1492,688,5,224,203,3.649,4.576,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1493,688,5,270,197,10.035,3.744,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1494,688,5,108,236,5.474,5.408,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1495,688,5,149,255,12.544,4.368,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1496,688,5,153,257,8.439,3.016,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1497,688,5,75,300,21.211,3.328,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1498,688,5,88,293,8.895,6.136,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1499,688,5,45,326,9.351,7.904,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1500,688,5,140,392,18.474,6.552,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1501,688,5,281,387,13.0,6.24,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1502,688,5,103,236,5.018,3.952,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1503,688,5,236,191,6.614,4.056,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1504,688,5,259,163,4.561,2.496,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1505,688,5,263,32,5.93,1.352,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1506,688,5,385,391,17.105,14.976,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1507,688,5,213,326,14.368,11.752,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1508,688,5,25,299,17.561,10.296,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1509,688,5,85,307,26.456,7.28,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1510,688,4,4,317,10.263,4.68,000034_jpg.rf.60e8569bd54367fe3617a7e7962609f3.jpg,416,416
1511,689,5,135,131,157.044,83.873,000014_jpg.rf.60aac9d47a5acb3be8c444a7c82bf510.jpg,416,416
1512,690,4,199,218,25.618,23.621,000065_JPG.rf.60f747bb8ee2f07c4a48e8afc9710c4d.jpg,416,416
1513,690,4,112,244,245.725,64.745,000065_JPG.rf.60f747bb8ee2f07c4a48e8afc9710c4d.jpg,416,416
1514,691,4,39,80,253.971,296.745,plastic96_jpg.rf.60f165ae2d5c52e4c06add8d2520f7a5.jpg,416,416
1515,692,4,135,53,43.503,39.092,IMG_4852_JPG.rf.607e58d05d9bbf31210516b5932b0b25.jpg,416,416
1516,693,3,10,7,403.258,408.838,paper121_jpg.rf.60e08c36c6d2d2c06b5138a5a0152a47.jpg,416,416
1517,694,4,188,193,57.741,29.038,000097_JPG.rf.60acb9947727efaa55dbe85c3cc6c212.jpg,416,416
1518,694,4,164,223,64.827,31.41,000097_JPG.rf.60acb9947727efaa55dbe85c3cc6c212.jpg,416,416
1519,694,5,242,200,4.114,14.374,000097_JPG.rf.60acb9947727efaa55dbe85c3cc6c212.jpg,416,416
1520,694,5,224,226,4.191,10.322,000097_JPG.rf.60acb9947727efaa55dbe85c3cc6c212.jpg,416,416
1521,694,4,164,163,24.074,43.584,000097_JPG.rf.60acb9947727efaa55dbe85c3cc6c212.jpg,416,416
1522,694,4,154,225,10.437,20.901,000097_JPG.rf.60acb9947727efaa55dbe85c3cc6c212.jpg,416,416
1523,694,5,257,187,8.414,18.203,000097_JPG.rf.60acb9947727efaa55dbe85c3cc6c212.jpg,416,416
1524,695,4,51,140,313.231,155.081,PET1-715_jpg.rf.6122cf61918646866453582dc4d414a9.jpg,416,416
1525,696,3,169,109,84.718,112.709,paper228_jpg.rf.60e515a803aa1ded1a1ea21d37744fa2.jpg,416,416
1526,697,1,0,66,401.375,255.667,glass17_jpg.rf.6020c29b5ada99d9915c092c05b047da.jpg,416,416
1527,698,2,115,99,143.492,144.109,metal159_jpg.rf.603e1935c217aa8a119b5e3c8ea2f0eb.jpg,416,416
1528,699,1,136,0,223.056,304.944,glass158_jpg.rf.61188c71206013df10a44be07c4dea4c.jpg,416,416
1529,700,4,125,142,101.357,128.65,PET1-223_jpg.rf.611510596ed85ca5eca67a9bf59fbe38.jpg,416,416
1530,701,4,137,232,30.243,20.9,000035_jpg.rf.6128be2225bed1c036a8e67ef2ac5485.jpg,416,416
1531,701,5,171,370,2.581,7.296,000035_jpg.rf.6128be2225bed1c036a8e67ef2ac5485.jpg,416,416
1532,702,4,65,134,226.406,145.403,000066_jpg.rf.615014c95a264ae123dfaeacf7d930e9.jpg,416,416
1533,703,4,118,68,60.938,121.511,PET1-252_jpg.rf.60aabb2130f44bc0e4e62b74e90b66d8.jpg,416,416
1534,704,1,24,84,382.603,172.885,glass446_jpg.rf.616aa26989b56b24ab9dacd9c0fdbdda.jpg,416,416
1535,705,4,96,111,243.069,89.255,000049_jpg.rf.614748f86f896fd90bccb6088556107d.jpg,416,416
1536,705,5,96,129,15.635,43.831,000049_jpg.rf.614748f86f896fd90bccb6088556107d.jpg,416,416
1537,705,4,11,97,65.956,92.07,000049_jpg.rf.614748f86f896fd90bccb6088556107d.jpg,416,416
1538,706,4,4,32,389.511,381.868,PET1-698_jpg.rf.609c895af9c38893515deaa2699768ca.jpg,416,416
1539,707,4,126,129,76.8,128.608,PET1-245_jpg.rf.60768cd9d5c6abee1645e37476527537.jpg,416,416
1540,708,4,196,332,39.844,42.942,IMG_4891_JPG.rf.60fb6c42790a914ae60b2e9c225a50bb.jpg,416,416
1541,708,5,236,211,7.519,11.11,IMG_4891_JPG.rf.60fb6c42790a914ae60b2e9c225a50bb.jpg,416,416
1542,709,3,127,202,27.688,41.171,000027_jpg.rf.6176dd5292dfddf155c19d81373c6171.jpg,416,416
1543,709,4,196,313,6.223,10.628,000027_jpg.rf.6176dd5292dfddf155c19d81373c6171.jpg,416,416
1544,710,4,39,1,377.0,384.042,PET1-727_jpg.rf.61b5ee57204a0dd05b6fbf127eb38184.jpg,416,416
1545,711,4,129,75,162.398,107.395,PET1-287_jpg.rf.614f1bd6b158b2d69299f1df8962964f.jpg,416,416
1546,712,2,97,13,198.742,356.871,metal219_jpg.rf.619935f76890b5b30f3fb9ae4e95cdfd.jpg,416,416
1547,713,5,288,277,5.835,10.648,000001_jpg.rf.5fe8e882e7e3a3f77496d0ed53b78040.jpg,416,416
1548,713,2,198,278,76.353,61.15,000001_jpg.rf.5fe8e882e7e3a3f77496d0ed53b78040.jpg,416,416
1549,714,1,62,0,347.27,288.658,glass179_jpg.rf.62082733716cdba505e88bd55a55d8fc.jpg,416,416
1550,715,1,130,106,192.563,309.292,glass105_jpg.rf.62073c8b6cd9a101086fc4bf93593350.jpg,416,416
1551,716,1,172,172,186.875,173.875,glass1_jpg.rf.610a1a80b5080fca39b21d8e7fe4fd63.jpg,416,416
1552,717,3,149,101,52.17,56.716,000055_JPG.rf.61b0d580de05aa3bdf292476ca177b97.jpg,416,416
1553,717,4,144,86,59.137,23.196,000055_JPG.rf.61b0d580de05aa3bdf292476ca177b97.jpg,416,416
1554,717,4,166,63,12.405,35.176,000055_JPG.rf.61b0d580de05aa3bdf292476ca177b97.jpg,416,416
1555,718,4,24,54,360.75,325.542,PET1-686_jpg.rf.62169b0ee0eb44634d9ae574a476871f.jpg,416,416
1556,719,4,39,135,271.117,280.804,plastic414_jpg.rf.61aba8e15ee87c4ccdb644ef072523f5.jpg,416,416
1557,720,3,179,218,8.794,7.987,IMG_5061_JPG.rf.61fc2f9d077349b451821c84dd7be506.jpg,416,416
1558,720,4,377,302,38.745,76.98,IMG_5061_JPG.rf.61fc2f9d077349b451821c84dd7be506.jpg,416,416
1559,721,4,68,125,86.125,188.51,PET729_jpg.rf.60eb84e6263e333bd942d3a37e9470be.jpg,416,416
1560,722,4,227,180,14.275,60.157,000014_jpg.rf.6226a6f587a77ae0cc195e4432a0956b.jpg,416,416
1561,723,2,300,229,45.685,21.678,000080_JPG.rf.620f02d644955cd952e90fb82e877fd4.jpg,416,416
1562,723,4,175,274,41.813,16.402,000080_JPG.rf.620f02d644955cd952e90fb82e877fd4.jpg,416,416
1563,723,5,211,283,6.167,6.395,000080_JPG.rf.620f02d644955cd952e90fb82e877fd4.jpg,416,416
1564,723,5,18,363,2.735,3.878,000080_JPG.rf.620f02d644955cd952e90fb82e877fd4.jpg,416,416
1565,724,4,207,234,29.429,36.742,000000_JPG.rf.622d586ca57bab293c4ea95edc2f458f.jpg,416,416
1566,725,5,142,188,15.804,17.333,000087_JPG.rf.624c573ba759b68e50261ca635654f98.jpg,416,416
1567,725,5,194,156,15.167,13.935,000087_JPG.rf.624c573ba759b68e50261ca635654f98.jpg,416,416
1568,725,4,255,89,54.422,70.863,000087_JPG.rf.624c573ba759b68e50261ca635654f98.jpg,416,416
1569,725,4,245,80,38.618,136.118,000087_JPG.rf.624c573ba759b68e50261ca635654f98.jpg,416,416
1570,725,5,25,187,7.775,11.386,000087_JPG.rf.624c573ba759b68e50261ca635654f98.jpg,416,416
1571,726,1,0,88,378.625,259.458,glass399_jpg.rf.61cea2189e9d61ca82e06b392f48b1b3.jpg,416,416
1572,727,3,0,1,416.0,415.458,paper103_jpg.rf.61739962ffb43c5eb1edb26bafbaa678.jpg,416,416
1573,728,4,143,291,31.438,24.343,000047_jpg.rf.621a02f6c08e783d3a0c531385209477.jpg,416,416
1574,728,4,156,146,54.209,42.441,000047_jpg.rf.621a02f6c08e783d3a0c531385209477.jpg,416,416
1575,729,1,54,68,362.132,252.169,glass159_jpg.rf.624df71b4f1419197cdede0fe9a5566d.jpg,416,416
1576,730,5,124,33,13.228,2.08,000043_jpg.rf.61d0fef3e188c8807e76dc55194afb32.jpg,416,416
1577,730,5,233,26,6.386,9.048,000043_jpg.rf.61d0fef3e188c8807e76dc55194afb32.jpg,416,416
1578,730,5,311,46,6.614,7.904,000043_jpg.rf.61d0fef3e188c8807e76dc55194afb32.jpg,416,416
1579,730,4,317,55,12.772,2.808,000043_jpg.rf.61d0fef3e188c8807e76dc55194afb32.jpg,416,416
1580,730,4,165,180,27.14,14.768,000043_jpg.rf.61d0fef3e188c8807e76dc55194afb32.jpg,416,416
1581,730,4,87,284,56.105,28.808,000043_jpg.rf.61d0fef3e188c8807e76dc55194afb32.jpg,416,416
1582,730,4,306,381,33.298,16.848,000043_jpg.rf.61d0fef3e188c8807e76dc55194afb32.jpg,416,416
1583,731,3,97,94,28.525,33.352,000009_jpg.rf.621cf447eebe35ad96f293271e294a7a.jpg,416,416
1584,732,4,142,98,100.758,65.814,000005_jpg.rf.62969cabb069874d848bf583964a6de9.jpg,416,416
1585,732,5,187,260,18.809,32.987,000005_jpg.rf.62969cabb069874d848bf583964a6de9.jpg,416,416
1586,733,5,248,151,78.68,46.137,000038_JPG.rf.616e41bc86e4935376e3c546a5a81774.jpg,416,416
1587,733,4,156,220,19.882,47.284,000038_JPG.rf.616e41bc86e4935376e3c546a5a81774.jpg,416,416
1588,734,2,103,58,275.354,253.74,metal201_jpg.rf.626ca747581c3303bfaed302b346ea05.jpg,416,416
1589,735,3,235,125,94.405,137.757,000066_jpg.rf.6269a957fabb8f74499f76d23d10512d.jpg,416,416
1590,735,4,112,214,53.195,103.523,000066_jpg.rf.6269a957fabb8f74499f76d23d10512d.jpg,416,416
1591,735,5,130,168,48.789,82.641,000066_jpg.rf.6269a957fabb8f74499f76d23d10512d.jpg,416,416
1592,735,5,282,305,34.687,19.744,000066_jpg.rf.6269a957fabb8f74499f76d23d10512d.jpg,416,416
1593,736,4,191,153,61.175,49.824,000076_JPG.rf.625917cab924135c76a7a3aa936b48e6.jpg,416,416
1594,737,4,100,258,39.361,26.547,000070_jpg.rf.629c8b52cbf13458dfc54b8e9e76864d.jpg,416,416
1595,738,4,244,108,118.947,178.547,000032_jpg.rf.62a0763e81d668084030da7832b49c7c.jpg,416,416
1596,739,2,107,143,174.069,175.645,metal204_jpg.rf.62ac9c202a26b76f4ae94751a37f193e.jpg,416,416
1597,740,4,88,87,302.321,328.956,plastic440_jpg.rf.62bcbd89a2c04b32445a3e7848d00ae6.jpg,416,416
1598,741,3,345,110,60.352,43.749,IMG_4950_JPG.rf.626e388bff27f95097e10b0f4d2dbffd.jpg,416,416
1599,741,3,206,159,61.164,53.19,IMG_4950_JPG.rf.626e388bff27f95097e10b0f4d2dbffd.jpg,416,416
1600,741,4,212,185,79.664,79.76,IMG_4950_JPG.rf.626e388bff27f95097e10b0f4d2dbffd.jpg,416,416
1601,742,2,177,219,44.013,62.578,000098_JPG.rf.62cdfb4b4a780b160114c4bdeb2c50d7.jpg,416,416
1602,743,4,50,44,303.858,265.598,PET1-756_jpg.rf.62f1351545beecf383d0cbe7728019dd.jpg,416,416
1603,744,4,244,157,25.008,145.002,000068_JPG.rf.62dfb52b226735390baf9ade74786ed8.jpg,416,416
1604,744,5,209,18,21.391,18.328,000068_JPG.rf.62dfb52b226735390baf9ade74786ed8.jpg,416,416
1605,744,5,187,12,13.627,10.706,000068_JPG.rf.62dfb52b226735390baf9ade74786ed8.jpg,416,416
1606,745,5,125,316,14.988,16.955,000035_JPG.rf.630c4ade374f2d9bc6f0b50988086fd5.jpg,416,416
1607,745,5,301,337,10.805,10.148,000035_JPG.rf.630c4ade374f2d9bc6f0b50988086fd5.jpg,416,416
1608,746,4,1,68,377.0,169.813,PET1-651_jpg.rf.62b093eb652c16d342a4457bd98e9bbb.jpg,416,416
1609,747,2,25,37,305.5,377.542,metal172_jpg.rf.631ad6c87881e7ff55787698d3ef3ceb.jpg,416,416
1610,748,4,52,87,149.139,265.427,000022_JPG.rf.62dacbce0c98e001e3ea12f84c53585d.jpg,416,416
1611,748,4,173,129,82.402,105.194,000022_JPG.rf.62dacbce0c98e001e3ea12f84c53585d.jpg,416,416
1612,748,4,105,60,15.921,26.73,000022_JPG.rf.62dacbce0c98e001e3ea12f84c53585d.jpg,416,416
1613,748,3,203,54,63.387,113.89,000022_JPG.rf.62dacbce0c98e001e3ea12f84c53585d.jpg,416,416
1614,748,3,327,146,22.532,10.91,000022_JPG.rf.62dacbce0c98e001e3ea12f84c53585d.jpg,416,416
1615,749,4,169,0,247.259,382.401,PET1-665_jpg.rf.632f45b6d36934f71cd26ffa85b5f95d.jpg,416,416
1616,750,4,208,92,63.311,38.456,000088_JPG.rf.636bc35d582039d7767fd8b606daff08.jpg,416,416
1617,750,4,175,200,39.709,31.707,000088_JPG.rf.636bc35d582039d7767fd8b606daff08.jpg,416,416
1618,750,5,214,133,19.588,15.45,000088_JPG.rf.636bc35d582039d7767fd8b606daff08.jpg,416,416
1619,750,5,221,121,25.297,19.858,000088_JPG.rf.636bc35d582039d7767fd8b606daff08.jpg,416,416
1620,750,5,178,111,15.966,9.035,000088_JPG.rf.636bc35d582039d7767fd8b606daff08.jpg,416,416
1621,751,4,72,121,250.376,154.776,000083_jpg.rf.62ffb5b90a8eca173436c9ecae713a29.jpg,416,416
1622,751,4,12,154,85.121,123.633,000083_jpg.rf.62ffb5b90a8eca173436c9ecae713a29.jpg,416,416
1623,751,5,72,56,17.37,20.482,000083_jpg.rf.62ffb5b90a8eca173436c9ecae713a29.jpg,416,416
1624,752,2,213,169,32.923,39.268,000039_JPG.rf.633caf6f6493f97b627766f454972d14.jpg,416,416
1625,752,5,327,200,12.331,15.138,000039_JPG.rf.633caf6f6493f97b627766f454972d14.jpg,416,416
1626,753,2,136,150,183.248,152.069,metal228_jpg.rf.629cbb36ea81062293b6726193ff61c4.jpg,416,416
1627,754,2,182,119,12.508,18.538,000034_JPG.rf.62ecfaa2aad3537c97b77afe3b1471da.jpg,416,416
1628,755,4,184,87,27.305,34.017,000060_JPG.rf.6358401a34f9fa360f28d119830d02a9.jpg,416,416
1629,755,4,145,145,50.57,29.905,000060_JPG.rf.6358401a34f9fa360f28d119830d02a9.jpg,416,416
1630,756,5,126,211,13.898,16.427,000019_JPG.rf.6321013edec5cc577aa30e8882346a35.jpg,416,416
1631,757,4,107,123,139.418,115.944,000004_jpg.rf.63c068436747fa180a02d8d727d88512.jpg,416,416
1632,757,4,218,210,90.366,65.712,000004_jpg.rf.63c068436747fa180a02d8d727d88512.jpg,416,416
1633,757,4,231,164,54.236,25.688,000004_jpg.rf.63c068436747fa180a02d8d727d88512.jpg,416,416
1634,758,4,139,165,105.309,176.938,PET1-228_jpg.rf.63a2f0ccc492313341d74c7711c44000.jpg,416,416
1635,759,4,283,123,89.546,129.683,PET1-213_jpg.rf.636eb4c73ef54da3c1ef7ea3dabb28b2.jpg,416,416
1636,760,4,360,183,42.549,55.54,000009_jpg.rf.63a572e3b7044e33eb42b212f44b2a92.jpg,416,416
1637,760,4,317,127,19.914,33.123,000009_jpg.rf.63a572e3b7044e33eb42b212f44b2a92.jpg,416,416
1638,760,3,125,10,85.188,52.888,000009_jpg.rf.63a572e3b7044e33eb42b212f44b2a92.jpg,416,416
1639,760,4,0,358,160.842,57.961,000009_jpg.rf.63a572e3b7044e33eb42b212f44b2a92.jpg,416,416
1640,760,5,0,358,9.765,20.613,000009_jpg.rf.63a572e3b7044e33eb42b212f44b2a92.jpg,416,416
1641,761,4,240,215,40.275,38.873,IMG_4897_JPG.rf.63d47ef438ea9724909bd719b3381517.jpg,416,416
1642,761,4,215,206,32.967,16.059,IMG_4897_JPG.rf.63d47ef438ea9724909bd719b3381517.jpg,416,416
1643,761,4,294,333,30.418,26.637,IMG_4897_JPG.rf.63d47ef438ea9724909bd719b3381517.jpg,416,416
1644,762,2,166,137,34.497,16.951,IMG_4887_JPG.rf.63beeb4a28977c0ace9d4b0576cf4794.jpg,416,416
1645,762,5,141,211,15.124,7.265,IMG_4887_JPG.rf.63beeb4a28977c0ace9d4b0576cf4794.jpg,416,416
1646,763,4,149,72,68.8,110.352,000027_jpg.rf.6331f8275da6cbaf02b88f9807a6a72d.jpg,416,416
1647,765,4,81,0,203.524,321.633,plastic421_jpg.rf.639c38e22b972be459976bc3ef5fdf01.jpg,416,416
1648,766,2,56,0,356.731,252.168,metal269_jpg.rf.63059d8784b7e3faa32461b6e89a2f29.jpg,416,416
1649,767,4,305,223,111.024,118.927,PET1-111_jpg.rf.63f502b9a444b8d25c04b13d727905f6.jpg,416,416
1650,768,1,173,21,113.38,305.221,glass166_jpg.rf.63fa4a716851f7c4727e47be002a6c5f.jpg,416,416
1651,769,4,141,62,97.5,258.375,plastic5_jpg.rf.636e9ee7ac74739db12d9dd1473e104e.jpg,416,416
1652,770,4,37,131,30.576,141.632,000097_jpg.rf.642a71724be35dbe14a1b1d1fcd10ad6.jpg,416,416
1653,770,4,81,81,24.024,134.789,000097_jpg.rf.642a71724be35dbe14a1b1d1fcd10ad6.jpg,416,416
1654,770,2,37,131,13.832,23.035,000097_jpg.rf.642a71724be35dbe14a1b1d1fcd10ad6.jpg,416,416
1655,771,2,121,57,187.688,254.042,metal119_jpg.rf.64195d7867f59c27e984a1bf471a20a0.jpg,416,416
1656,772,2,140,95,192.546,179.259,000008_jpg.rf.63e087e0657e252afb390a594d55be45.jpg,416,416
1657,773,4,110,57,102.471,59.392,000036_jpg.rf.62a27b3c278c74ccb9d75f2d8e6c204a.jpg,416,416
1658,773,2,203,57,9.346,9.176,000036_jpg.rf.62a27b3c278c74ccb9d75f2d8e6c204a.jpg,416,416
1659,773,4,216,77,113.686,33.775,000036_jpg.rf.62a27b3c278c74ccb9d75f2d8e6c204a.jpg,416,416
1660,773,2,324,96,5.948,8.922,000036_jpg.rf.62a27b3c278c74ccb9d75f2d8e6c204a.jpg,416,416
1661,773,4,176,260,45.542,32.755,000036_jpg.rf.62a27b3c278c74ccb9d75f2d8e6c204a.jpg,416,416
1662,774,4,37,109,271.121,190.765,PET1-744_jpg.rf.64330660cd579179641ca135b3b1848d.jpg,416,416
1663,775,4,166,1,238.063,392.167,plastic457_jpg.rf.63998abfa124023f4d57048cd3830b96.jpg,416,416
1664,776,2,98,12,318.058,403.759,metal168_jpg.rf.63a4f0c803c9c0f1f31bbee668ccf5f5.jpg,416,416
1665,777,3,194,105,52.45,46.166,000009_jpg.rf.644f8d42c195b2a39458f3856f40af19.jpg,416,416
1666,777,5,38,177,7.671,11.839,000009_jpg.rf.644f8d42c195b2a39458f3856f40af19.jpg,416,416
1667,777,4,356,191,7.2,4.249,000009_jpg.rf.644f8d42c195b2a39458f3856f40af19.jpg,416,416
1668,777,5,124,164,13.486,9.894,000009_jpg.rf.644f8d42c195b2a39458f3856f40af19.jpg,416,416
1669,777,5,185,196,3.235,5.841,000009_jpg.rf.644f8d42c195b2a39458f3856f40af19.jpg,416,416
1670,777,5,137,173,5.352,7.152,000009_jpg.rf.644f8d42c195b2a39458f3856f40af19.jpg,416,416
1671,778,3,256,84,73.319,66.58,000116_JPG.rf.642ca6b7e0614e78ebb56bb8fe7a4415.jpg,416,416
1672,778,4,320,129,14.035,19.918,000116_JPG.rf.642ca6b7e0614e78ebb56bb8fe7a4415.jpg,416,416
1673,779,4,156,102,55.244,222.915,plastic476_jpg.rf.648a30928dc0483a1fa80fef4d79cf62.jpg,416,416
1674,780,4,153,199,94.755,143.552,PET1-263_jpg.rf.644ca180cc2af6a64376e05def046681.jpg,416,416
1675,781,3,11,40,384.719,339.625,paper12_jpg.rf.6404c09b814cb24f9a77b793553321c8.jpg,416,416
1676,782,4,237,142,77.353,114.84,000098_JPG.rf.6441c4570c9ac715d2601b747cc6006a.jpg,416,416
1677,782,4,28,232,31.235,13.31,000098_JPG.rf.6441c4570c9ac715d2601b747cc6006a.jpg,416,416
1678,782,2,37,139,15.786,10.19,000098_JPG.rf.6441c4570c9ac715d2601b747cc6006a.jpg,416,416
1679,782,5,285,143,17.317,10.637,000098_JPG.rf.6441c4570c9ac715d2601b747cc6006a.jpg,416,416
1680,782,2,0,247,18.809,12.802,000098_JPG.rf.6441c4570c9ac715d2601b747cc6006a.jpg,416,416
1681,782,2,8,251,8.474,6.958,000098_JPG.rf.6441c4570c9ac715d2601b747cc6006a.jpg,416,416
1682,782,2,1,249,7.439,5.659,000098_JPG.rf.6441c4570c9ac715d2601b747cc6006a.jpg,416,416
1683,783,4,199,214,34.942,53.032,000011_jpg.rf.64747cc9f3edc12bf7928b68273494a8.jpg,416,416
1684,783,5,365,72,11.556,3.508,000011_jpg.rf.64747cc9f3edc12bf7928b68273494a8.jpg,416,416
1685,784,4,294,226,69.602,88.11,000087_jpg.rf.647908a4d6cd4d57816c4535d76d66c9.jpg,416,416
1686,784,4,215,138,20.763,28.549,000087_jpg.rf.647908a4d6cd4d57816c4535d76d66c9.jpg,416,416
1687,784,4,182,140,32.688,29.101,000087_jpg.rf.647908a4d6cd4d57816c4535d76d66c9.jpg,416,416
1688,784,3,215,158,80.375,100.419,000087_jpg.rf.647908a4d6cd4d57816c4535d76d66c9.jpg,416,416
1689,784,4,7,37,108.011,114.797,000087_jpg.rf.647908a4d6cd4d57816c4535d76d66c9.jpg,416,416
1690,785,1,206,116,210.438,300.083,glass120_jpg.rf.642b8a271168f7b678b333ef37f34213.jpg,416,416
1691,786,1,74,149,134.221,148.874,glass183_jpg.rf.6444b141394904ba474d2ce84a3df980.jpg,416,416
1692,787,4,104,232,28.149,21.089,000033_JPG.rf.6497fa2107c00077d894469bc31e948c.jpg,416,416
1693,787,4,106,243,12.694,23.413,000033_JPG.rf.6497fa2107c00077d894469bc31e948c.jpg,416,416
1694,788,3,183,276,44.709,27.651,000095_jpg.rf.645a964d4b3d19eb956c7663fb2634b5.jpg,416,416
1695,789,4,168,182,29.063,46.786,000057_jpg.rf.64795fa92dab53346a08515fb9921969.jpg,416,416
1696,789,5,126,56,11.118,5.886,000057_jpg.rf.64795fa92dab53346a08515fb9921969.jpg,416,416
1697,790,4,118,148,84.5,114.202,PET1-211_jpg.rf.64dfda2943c3def13c2d380c39b26b7a.jpg,416,416
1698,791,4,176,208,58.187,23.673,000010_jpg.rf.64a2512f37e53ea507e8129e19f9925f.jpg,416,416
1699,792,5,109,170,86.683,48.462,000032_jpg.rf.64ab10b2dd942532143b4073b6043b7e.jpg,416,416
1700,792,3,185,163,64.2,56.149,000032_jpg.rf.64ab10b2dd942532143b4073b6043b7e.jpg,416,416
1701,792,5,300,17,33.269,31.0,000032_jpg.rf.64ab10b2dd942532143b4073b6043b7e.jpg,416,416
1702,792,4,72,212,44.621,8.993,000032_jpg.rf.64ab10b2dd942532143b4073b6043b7e.jpg,416,416
1703,793,4,60,117,302.654,204.049,IMG_4869_JPG.rf.64afc102af889fc17fb64a8bb1bcd0c8.jpg,416,416
1704,794,2,0,0,403.369,298.699,metal12_jpg.rf.649b5aea9a9955aea7165c25413b1547.jpg,416,416
1705,795,4,158,87,87.75,234.0,PET1-626_jpg.rf.64f56ab5b5e661fa59be95f9b4270c07.jpg,416,416
1706,796,4,17,158,380.792,91.406,PET1-555_jpg.rf.64ec5583adb1dbe346a58d3fee92d1f5.jpg,416,416
1707,797,1,50,63,359.744,224.027,glass138_jpg.rf.65459363035519392ed344348dc69bd9.jpg,416,416
1708,798,4,103,220,119.055,82.999,PET1-197_jpg.rf.641640231c51b5e41d5c3b8e1b489e41.jpg,416,416
1709,799,2,97,74,252.757,278.27,metal201_jpg.rf.6527d97750c3c46d47805fb3e5a8aa19.jpg,416,416
1710,800,4,266,84,129.166,121.484,PET1-201_jpg.rf.652b1b931c2658fff01274b40a16eea7.jpg,416,416
1711,801,4,118,130,125.125,74.612,PET1-416_jpg.rf.6535cfa3f6b56eab1f57e0b3b8381e41.jpg,416,416
1712,802,4,87,176,69.703,58.208,000045_jpg.rf.650c396d62697116eaa50233c8a34166.jpg,416,416
1713,803,4,1,143,413.833,113.344,PET1-660_jpg.rf.64e74ece7cf0b847a19b3e784f049f88.jpg,416,416
1714,804,4,140,350,76.84,46.593,000009_jpg.rf.64d2a62b82260453233da90faeda0ee7.jpg,416,416
1715,804,4,242,319,30.526,17.892,000009_jpg.rf.64d2a62b82260453233da90faeda0ee7.jpg,416,416
1716,804,3,347,171,65.669,76.696,000009_jpg.rf.64d2a62b82260453233da90faeda0ee7.jpg,416,416
1717,804,4,34,2,74.848,141.004,000009_jpg.rf.64d2a62b82260453233da90faeda0ee7.jpg,416,416
1718,804,5,91,2,17.922,15.541,000009_jpg.rf.64d2a62b82260453233da90faeda0ee7.jpg,416,416
